Date,VideoID,Comment
2022-12-11,CYsKSywBIys,the higher spec 500 seems to make no sense to me i get that they are fashion statements but you can get a real usable car for that money mg4 springs to mind but there are others in the pipeline
2022-12-11,CYsKSywBIys,the mg4 has no cabrio version and the mg4 is about 400kg more heavy than the fiat 500e cabrio 99 of the time there is nobody sitting in the 2 empty seats in the back and there is no use for the 2 rear doors so what is a real usable car we use only 2 seats 100 of the time and 70 of the time we enjoy the openend cabrio roof
2022-12-11,CYsKSywBIys,chrispenn715 smaller cars appeal to a very large part of the globale market not everyone weighs 150kg and needs a 10 square meter car 😁 countries like china and india mostly use small cars specially in crowded cities and even most europeans ride around in small leightweight ice cars except maybe the germans but they to are starting to grow bigger and bigger 😉
2022-12-11,CYsKSywBIys,yall often forget most of the world drives on the right so that 3rd door option is pretty slick
2022-12-11,CYsKSywBIys,23k is enough for a small car just needs the bigger battery to make it a player once the small chinese evs hit in 2023
2022-12-11,CYsKSywBIys,my wife loves the fun look of the fiat 500 but i seriously doubt she would be happy driving one me id get a kick out of running errands around town in the cabrio model im surprised by the 24kw models range as my leaf had the same size battery and could barely hit 100 miles in ideal conditions
2022-12-11,CYsKSywBIys,100 miles is a fantasy its rated for 30 kwh100 miles here in america our ratings are closer to reality than the wltp ratings yall use accordingly the 24 kwh battery version would only have a range of 80 miles
2022-12-11,CYsKSywBIys,i love the wireless android auto in my iconworks flawless each time no issues makes me laugh how alot of ev cars are still wired only android auto yet these same cars have a wireless charging padwhere is the sense in that even the new mg4 has dated wired android auto when my lease is up in 17 month i wont be getting another car that is wired only makes a world of difference which if you have not used it before you will not understand
2022-12-11,CYsKSywBIys,charming as you are you lost me when you stated something like this is the cheapest car in the uk except for other 3 that are cheaper and also this is not available to buy now whats the point of it all madam nil points
2022-12-11,CYsKSywBIys,for everyone who does not knowalways ignore the offical rangewhen you get the car you litterally see the 199 range show up1 time then after that in summer you can sometimes charge to 170 miles or about 160 miles winter it is more like 140 to 150 mile range
2022-12-11,CYsKSywBIys,ev database states youll get around 145 real range im currently at the same mark with my 40kw gen 2 leaf im sure the leaf is also more efficient than the fiat
2022-12-11,CYsKSywBIys,caolkyle actually i was getting a full 170 when it was warmer weather in the weather we have right now im getting about 145155i got 155 the other day i keep a check on it it is 160 miles a week to work and back and when it was warmer i did not have to charge during the week right now i am charging once but only about 50 mile top up
2022-12-12,CYsKSywBIys,marklola12 is that in a leaf or fiat
2022-12-15,CYsKSywBIys,rule of thumb with evs is always 90 real world summer 70 real world winter take off a further 10 for motorways add on 10 for town driving only
2022-12-11,CYsKSywBIys,no point going for the 24kw version and go for the 42kw like i did tbh the icon model has everything you really need i got mine for 250 a month which includes maintience and it cost a extra 10 a month in that price for the black model as the free white colour was out of stock
2022-12-12,CYsKSywBIys,unless of course you dont do more than 75 miles a day
2023-01-05,CYsKSywBIys,dreador true but you have to factor in charging and how often you will need to charge and also factor in removing about 40 miles from the so called range the car has in winter
2023-01-09,CYsKSywBIys,marklola12 yeah i did thats why i said 75 miles not 115
2022-12-11,CYsKSywBIys,i have had the icon version on lease sine april great car only issue i have had was aload of warning signs and sounds and it turned out the 12v battery was defected and had case damage and was leaking acid all sorted and enjoying it again i am 6ft 3 and have tons of room i have to have my drivers seat as far back as it can go but there is only me in the car so its a non issue loads of leg and head room the front of the car is pretty spacious and helps having the big space where the gear stick etc would normally be the only thing i have really is the rear view mirror blocks a bit of sight but the icon version does not have seat height adjustment so not sure if that would fix that as the position its in is perfect for everything else seeing the speedo screen etc the previous car was a petrol ds3 crossback lease which had way less room at the front not much leg room or headroom and also i had to have the seat set at its lowest setting and the steering wheel set to its highest but i still had litterally 1cm gap from the bottom of the steering wheel to the tops of my legs so as you could imagine steering was not that good as my hands kept getting stopped with tops of my legs due to hardly any cap
2022-12-11,CYsKSywBIys,awful car no legroom in the back you can get a 2020 smart forfour eq for a lot less and has tons of legroom and only costs 15mth to service bad journalism when you dont do the full research
2022-12-11,CYsKSywBIys,the smart is crap and its a city car you dont need a lot of room
2022-12-11,CYsKSywBIys,aswin anbarasan agree but why offer a four seater which has limited use shame vag stopped making the upcitigomii that is a far better offering than the 500e more practical and a lot cheaper the 500e isnt worth the money
2022-12-12,CYsKSywBIys,ammaraihaan only problem is that they are still upmii a style free zone and most people for good or ill want a bit of style a year on and im still delighted with the 500e only real downside is lack of foot space but it give many smiles per mile to make up for that niggle
2022-12-12,CYsKSywBIys,bad journalism would be recommending a smart in a video about which is the best fiat 500e to buy
2022-12-11,CYsKSywBIys,i thought the seat mii and vw eup had stopped production or am i mistaken
2022-12-13,CYsKSywBIys,they have i think some dealers still have stock though
2022-12-13,CYsKSywBIys,benrgrogan thanks ben i noticed they had disappeared from the leasing companys listing i use late last year when i was considering a replacement for my old car
2022-12-11,CYsKSywBIys,far too much of this video focuses on features not enough of the car like how useable 24kwh is a lot more than reviewersauto journalists like to make is think
2022-12-11,CYsKSywBIys,a few months ago i bought a 21 plate la prima for my wife and she absolutely loves it we were going to get a new icon but couldnt find one without a long wait then the used la prima was offered its excellent great tech lots of toys and dead easy to drive
2022-12-11,CYsKSywBIys,an estate fiat 500 giardiniera was a badly missed opportunity
2022-12-11,CYsKSywBIys,1 cost 2 range 3 proper buttons for heating etc one day hopefully i will be able to get past 1
2022-12-11,CYsKSywBIys,your missing the smart car thats cheaper
2022-12-11,CYsKSywBIys,but their range is less than 62 miles100 km and they are smaller than the fiat 500e
2022-12-11,CYsKSywBIys,smart forfour eq has a lot more legroom in the back compared to the 500e and real life range is about 70 miles but it does have a smaller battery
2023-10-30,xw4eNfLm0EI,its a 42kwh battery not 85
2023-09-21,xw4eNfLm0EI,no dont buy electric to expensive and battery is rubbish and also its cheaper to fill up your car with petrol electric prices are going up so it will cost more to charge them petrol and also takes hours to charge its a massive no no keep to petrol
2023-06-19,xw4eNfLm0EI,738 the trackchange button is one of the rocker switches on the back of the steering wheel spokes the other sides the volume 😊 great review otherwise with excellent editing and care over composition and dialogue well done
2023-03-12,xw4eNfLm0EI,i have a question that is never addressed in these reviews are the indicators on the right hand side stalk
2023-06-19,xw4eNfLm0EI,lefthand stalk for indicators has a button on the end for deactivating the lanekeeping assistance which is useful lots of buttons back of the steering wheel has rocker switches for volume and nextprev track
2023-01-05,xw4eNfLm0EI,well seeing your asking would i have one over its rivals yes without a doubt but im a tall chap and i like a bigger car so will be setting my eyes after they are operated on for cataract removal on a skoda octavia self charging hybrid
2023-01-26,xw4eNfLm0EI,that is the only thing with the fiat 500 they only come in petite i do like skoda so im sure you will be safe with that choice
2022-12-29,xw4eNfLm0EI,im glad im not the only one that was surprised it didnt come with floor mats i was shocked when i collected my fiat 500e icon 87km that after paying for some of the extras packs they couldnt afford to add floor mats
2023-09-23,xw4eNfLm0EI,i thought it was yorkshire my favourite place to visit when i go to the uk
2022-11-20,xw4eNfLm0EI,that car looks like a suv next to you
2022-11-13,xw4eNfLm0EI,as an owner of a 2013 abarth 500 5spd and a 2015 abarth 500 6spd auto neither were a problem at all i am intrigued by this new forthcoming abarth 500 ev provided it offers improvements over the prior ice carsfor example is it quicker more torque irs improved interior front lsd and is it affordable
2023-06-19,xw4eNfLm0EI,were replacing our 2014 abarth 500c esseesse 160bhp with a topspec new fiat 500e equivalent of la prima less power and torque similar to a 14 nonturbo 500 lounge its going to be about two seconds slower 060 top speed some 30mph lower we never use top speed anyway but its a whole lot smoother and easier to drive without that awful gearbox no need for a limited slip diff as it doesnt have that surge of turbo powercant spin the wheels driving position is more comfortable seats are better its quieter and ride is smoother with the 400kg extra weight running costs will be a quarter or less our electricity is cheaper than in europe or the uk in nz we pay the equivalent of 6pkwh to charge at night when hydro power is plentiful our petrol is as expensive as yours fiat have oldtechnology batteries and motors compared to tesla so fiats ev is relatively slow and not as efficient my model 3 performance has 480bhp vs the 113bhp of the 500e yet the efficiency of the larger and heavier tesla is the same as the 500e and you can buy a used model 3 performance dual motor awd for the same money as a new 500e model 3 weighs no more than a similarlysized petrol bmw 3series awd thats probably why its such a great car multilink irs in the tesla compared to torsion beam in the 500e means theres not really any comparison in how the cars feel 500e will have that bouncy twitchy handling we know from the abarth drum rear brakes in the 500e the abarth 500e gets rear discs a bit more power 150bhp but costs even more is it worth it in the old abarth 500 compared to the lounge we had the difference in suspension tuning was obvious im not so sure that will be the case with the extra weight of the 500e platform the fiat 500e is also the same price as a brandnew basic model 3 which still has more than twice the power and 33 more range so its a nobrainer to pick the tesla better fastcharging options too reports of trim and build quality concerns are greatly exaggerated i dont think fiat will sell many 500e here basically its like buying an early nissan leaf but about five times the price and much more exclusive
2022-11-12,xw4eNfLm0EI,why do electric cars need a neutral
2022-10-27,xw4eNfLm0EI,took mine back after a week shocking battery life its a big no no went back to my petrol car
2022-10-29,xw4eNfLm0EI,hi john sorry to hear that can you elaborate on the battery life what was it like for you
2023-03-22,xw4eNfLm0EI,shetalkscars he is clearly making it up we have had laprime for half a year now and i just drove past the 5000 miles
2022-10-02,xw4eNfLm0EI,okay time to watch asa akira videos
2022-09-04,xw4eNfLm0EI,i really like it and i would love one but the price just rules it out for me looking forward to seeing the electric abarth next year i dread to think how much its going to be
2022-10-29,xw4eNfLm0EI,i like it too i think if you can get it salary sacrificeleasethrough a business it helps with the cost a lot its honestly one of my favourite small evs i think the abarth will be pricey lets see
2022-08-27,xw4eNfLm0EI,in australia were punished buying electric we get slammed with a higher tax the government are working hard to prevent evs incoming so fiat hybrids havent even been released im waiting for the day i can finally own one of these
2022-08-25,xw4eNfLm0EI,0412 that boot isnt looking small from where im looking 😏
2022-11-22,xw4eNfLm0EI,shetalkscars i may need some convincing thats hands on 😜
2022-08-14,xw4eNfLm0EI,i love everything about it but the price thankfully fiats dont hold their value ill wait 3 years and buy it used for 10k by then all the caveats and boo boos should be known
2022-09-28,xw4eNfLm0EI,second hand cars have also a second hand batteries the most expensive part of the car
2022-09-28,xw4eNfLm0EI,pt020 in 510 years you can buy one dirt cheap and put a good battery in it they wont just throw away the car who know there might very well be a different battery at tenth of the price of todays lithium banks
2022-10-29,xw4eNfLm0EI,not the same in the uk used car market is very inflated at the moment and going to take some time to go back down electric cars seem to hold their value quite well at the moment
2023-03-22,xw4eNfLm0EI,piconano in 510 years you can buy one dirt cheap and put a good battery in it lol you know the car price is due to batteries currently being very expensive biggest cost is in the battery so if you pay for new battery then its back to square one some people
2023-06-19,xw4eNfLm0EI,johns4651also on the bright side the batteries in these newer evs have temperature management and arent worked as hard as in the early nissan leaf so the 500e will probably retain its capacity well and therefore retain good value on the used market especially compared to petrol cars
2024-02-25,xw4eNfLm0EI,now in feb 2024 the uk secondhand ev market has dropped considerably and getting a 20212022 fiat 500e is running at about 12 of the original purchase price we are hoping to get one real soon as with the price down to that level they really do represent a bargain all the talk in the comments here about batteries failing is complete nonsense fortunately so we have no issue getting a secondhand car and have full confidence that the battery will last the full lifetime of the car thanks very much for the review
2022-08-08,xw4eNfLm0EI,i have a celestial blue icon i love it more than any car i have ever owned
2022-08-09,xw4eNfLm0EI,lucky lady theyre brill glad to hear youre enjoying it lovely colour too
2022-07-06,xw4eNfLm0EI,fiat has done it again another winner for a fun nippy and sharp looking small ev we need more small urban evs why hoard the battery resources when we can share with other evs i have a 2013 500e and i love it i get a range of 201 km i get a full charge in 2 hours it doesnt have dc fast charging but i dont need it as level 2 charging can get a full charge in 2 hours the best feature about this ev is the amazingly small turning circle this particular 500e was only available in california and oregon from 2013 to 2018 as a compliance vehicle for chrysler to sell their ice vehicles in the us they actually lost 14000 selling each ev i am disappointed that fiat will not import any vehicle to north america anymore including the 500e so sad you guys can enjoy the car in the uk and eu
2022-07-16,xw4eNfLm0EI,thats sad although north america does get some cool cars that the uk doesnt maybe fiat will bring something else ev to north america in the future
2022-12-31,xw4eNfLm0EI,shetalkscars fiat has just announced in the la auto show that the 500e will be available in 2024 in north america way to go fiat i suspect they will sell a lot of 500e in urban centres but in rural areas its a different ballgame a longer range suv or pickup ev will be a better choice if the charging infrastructure can improve from its present status quo ie a lack of functioning charging stations in town and along major highways
2022-06-25,xw4eNfLm0EI,i love fiat 500s
2022-09-13,xw4eNfLm0EI,shetalkscars i had a 2 cyl twin air here in oz it was great except for the shitty dualogic transmission bought a new polo but its a bit of a non event and frustrating with practically everything wish the 500 didnt cost me so much in the end got scared and sold it
2022-06-13,xw4eNfLm0EI,i love mine just had a 550km ride to amsterdam fully charged in ams during my visit there plus a short coffee stop did the job for only 21 amazingly cheap compared to fuel nowadays last but not least fully deductible win win situation
2022-06-11,xw4eNfLm0EI,first review ive heard someone mention the red option thank you 😊
2022-06-08,xw4eNfLm0EI,gorgeous what colour have you gone for jay lovely car
2022-06-08,xw4eNfLm0EI,shetalkscars we have gone for the sky blue or celestial blue i dont know what its called in english 🙈 we just looked at it today and its awesome although the 12v outlet in the trunk is missing and the lock buttons on the passenger side and trunk door but that was to be expected we just waited 3 months for it which is awesome because we will drive it to our holiday destination in july fun fact the hole for the 12v outlet in the trunk is there its just covered with a plastic lid we asked if the dealership can build us one inside we will see 😊 the color is incredible in real life was definitely worth the 2000 extra 🙈
2022-06-09,xw4eNfLm0EI,jano1998 oh beautiful that colour is gorgeous ah thats a shame but glad they could find a solution for you enjoy your holiday
2022-05-21,xw4eNfLm0EI,class ironic that the two most desirable evs on the road today are the fiat 500e and the hyundai ioniq 5
2022-05-12,xw4eNfLm0EI,bought the 118 hp 500e passion 6 months ago in rose gold and love everything it range is about 160 miles with a light foot in mixed conditions including a lot of 60 mph driving and always in onepedal range mode chose the fiat over its rivals because it has analogue controls and paid under 25k for mine
2022-05-03,xw4eNfLm0EI,awesome review abi love the history youve added into this review and the details on the 500e is really good i do like the design loving your reviews lately presenting details and video production is ace 🙌
2024-05-31,crllgvMRSaM,wilsonyou are a paid shill to promote ev crap
2024-05-09,crllgvMRSaM,no one wants evs
2024-05-09,crllgvMRSaM,mac master is killing you on views 😂😂😂😂 evs are rubbish you should be embarrassed
2024-05-09,crllgvMRSaM,fantastic car fiat have engineered a premium product that actually feels like it deserves that price tag
2024-05-07,crllgvMRSaM,very cute looking car
2024-05-06,crllgvMRSaM,the fiat 500e 28k to 14k in 1 year after 1000 miles driven however the arbath 595 14 tjet 24k to 18k in 1 year and 5000 miles at 40mpg the petrol for the 595 will cost 700 charging the electric will cost 220 at home or 500 at a motorway facility the 500e is great if you want to get rid of money
2024-05-06,crllgvMRSaM,how much have the electric car lobby paid you to speak positively about their scam vehicles
2024-05-03,crllgvMRSaM,fiats 😂and then a fiat ev 😂😂
2024-05-02,crllgvMRSaM,30000 for a car id want to live in it for that only use for that battery too
2024-05-02,crllgvMRSaM,34k for a fng fiat
2024-04-30,crllgvMRSaM,im amazed he doesnt think electric cars are just as lifeless as ladas if not more so
2024-04-13,crllgvMRSaM,ive only seen this advertised in two colors pink sorry rose gold and luckily there is red but its from project red which is for hiv research so i dont know how a str8 male could survive the ribbing driving the gheyest car of the century lol
2024-03-25,crllgvMRSaM,it needs to come down in price 4200000 canadian all taxes in is too much for a sub compact
2024-03-24,crllgvMRSaM,contact quentinfairchargecouk glad you like it 😎
2024-03-11,crllgvMRSaM,what an embarrassment to drive
2024-02-05,crllgvMRSaM,finger in throat reviewer no mention that there is no space for your left foot so dont try any long journies in this milk float 32000 for a 2 seater in which he praises with grear aplomb and then criticises it for having cheap plastics and he is so into cars he couldnt find the volume control from most reviews i have read on the fiat 500e you would be lucky to get 150 miles out of a full charge they are a nice little town car but no more than that but a very expensive shopping trolley
2024-01-31,crllgvMRSaM,so lets get it sorted the cheapest 500e with a wltp of 118 miles 😂 is 28k the same car with a 10l hybrid that has a combined mpg of 61 is 16k now it costs 10p a mile 135 for petrol so so you can go 120000 miles for on petrol for the extra 12k so whats the point seriously even if your on a super cheap ev deal with your electric supply and never ever go to a ripoff charger it will cost you more still have all the drawbacks of a ev dont pretend theres none because we all know the truth
2023-10-25,crllgvMRSaM,october 2023 fiat 500e club on facebook the high voltages in an ev requires mechanics to have safety training and special equipment may be needed in fact my nearest fiat dealer cant service my la prima because of lack of training and equipment
2023-09-22,crllgvMRSaM,quentin where did you get the idea that evs are better for the environment than ices not from robert llewelyn by any chance because he is totally deluded while we have in the uk some renewable generation they do not go to charging electric cars or heat pumps for that matter essentially electric cars are powered by gas it would be better to cut out the middle man and go for propane to power ic engines which would be far more efficient there are a large amount of losses between generation and consumer the reason is how our grid works nuclear and renewables run at maximum available at all times so cannot respond to the extra load evs put on the grid this is met by gas which can respond and provide the extra power the government put the horse before the cart they should have decarbonised the grid first but that can only be done by nuclear renewables havent a hope they are practically and technically unsuited for large scale grid supply dont take my word for it an inteligent assessment of this site shows real time grid performance httpswwwgridwatchtemplarcouk note particularly the red and blue in the second column of graphs red being gas and blue being wind and bear in mind that wind is always at maximum gas is variable and can rise to meet extra demand
2023-09-02,crllgvMRSaM,smart move to reduce the price as it was silly when launched the new mini will give the 500 some competition enjoyed the video
2023-08-29,crllgvMRSaM,its slower than many mundane cars from the sixties hardly progress
2023-08-29,crllgvMRSaM,i solove the fiat 500e its shape is just perfect but i disagreed its the best small car i have a zoe gt line and has a range of 240miles and can seat 3 in back just i paid approx 28k with renault discount at the time it has some physical controls and not all touch screen which i prefer yes its not perfect its not as good looking as the fiat call me a victor meldrew but i dont believe the high cost of small evs i wont be changing my ev any time soon but will continue to keep a close eye on fiats line up
2023-08-27,crllgvMRSaM,wish you would do more reviews quentin such a natural and fluid style and just takes me back to 90s top gear checking out the latest lexus or jaguar
2023-08-27,crllgvMRSaM,i still remember when quentin reviewed a lada riva lol
2023-08-27,crllgvMRSaM,the best objective review thank you how does it compare to some of the latest chinese evs
2023-08-26,crllgvMRSaM,34k for a small 2 seat car crazywait a couple of years and they will be half that price
2024-03-02,crllgvMRSaM,paulharrison7761 i have not my car is petrol 😎
2023-08-26,crllgvMRSaM,as an owner of a rose gold 500e with the 42 kwh drivetrain i agree with quentin most enjoyable car ive driven in half a century of motoring that includes numerous warm hatches such as the peugeot 205 gti
2024-02-07,crllgvMRSaM,totally agree with youonly a few cars have ever made me smilethis is 100 one
2023-08-26,crllgvMRSaM,its still a fiat a brand renowned for poor build quality and unreliability
2023-10-06,crllgvMRSaM,my mums had one fir years never had a days trouble so i got on if these suits me perfectly
2023-10-07,crllgvMRSaM,look again at the build quality of the all new 500e the 500e is built along side the maserati levante in the same factory in northern italy while the smaller petrol powered 500 is still made in poland we have ordered a 500e cabrio in rose oro with virtually every optional we have on our 2020 maserati levante gran sport diesel i see the same attention to fit and finish in both motor cars both are winners
2024-03-02,crllgvMRSaM,more reliable than the chargers youll be relying on though dont buy one
2023-08-26,crllgvMRSaM,i like mr wilsons reviewing style but evs cleaner air but at what price no lithium recycling facilities dirty dangerous lithium and rare earth supply chains including the sea floor licenced to be ploughed raped for more lithium the motor manufacturing industry is a corrupt shark that apparently has to keep swimming with a default position of that of liars what would suit the environment better are other forms of tech and we all keep our vehicles 1020 years but the industry just has to keep pumping out product evs emperors new clothes
2023-08-26,crllgvMRSaM,great review as always from the only car journalist who has transcended the worlds of tv car shows and youtube the 500e is selling well here in france too more cars of this size and perhaps the next notch up are needed especially now the fiesta is no longer in production
2023-08-26,crllgvMRSaM,would be greater if they made an honest 2 seater version with flat storage area
2023-08-26,crllgvMRSaM,id have one in a flash if it was just me and the wife in the house sadly and not sadly we have a full family to cart about so we need something bigger
2023-08-26,crllgvMRSaM,great review as always quentin
2023-08-26,crllgvMRSaM,looks great good to see some small cheaper evs
2023-08-25,crllgvMRSaM,quentin has not lost any of his charm great review
2023-08-25,crllgvMRSaM,please do more reviews
2023-08-25,crllgvMRSaM,still absolutely love quentins reviews so factual and honest i could listen to him reading the telephone directory remember those 😂
2023-08-25,crllgvMRSaM,quentins still has the same reviewing style 30 years later and im completely fine with this flashbacks to my youth watching top gear on a thursday eve
2023-08-25,crllgvMRSaM,can you review some diesel
2023-08-26,crllgvMRSaM,markustajahoyrylaiva but it makes it hard to review new diesels if there arent new models
2023-08-28,crllgvMRSaM,the whole industry is switching to electric drive trains and diesels are being phased out i think by 20302035
2023-08-25,crllgvMRSaM,still one of the best car reviewers in the business
2024-02-26,pMJ2fEhN-Vc,was it playing the theme from amarcord or had you turned it off im with those that think that the artificial engine noise is an essential safety item and you should not be able to turn it off or reduce its volume
2023-11-01,pMJ2fEhN-Vc,ok that was a good video i feel like i know what id be buying the key moment for me was the comment you made in case things go a bit fiat i think it confirms that this brand is an absolute writeoff in a lot of peoples minds me included
2023-08-29,pMJ2fEhN-Vc,opening windows and compromising aerodynamics is usually better than climate controls even at speeds as high as 70 mph its shocking even though it is quite noticeable at such speeds
2023-08-29,pMJ2fEhN-Vc,but wind noise from an open window at motorway speeds is utterly horrific
2023-07-11,pMJ2fEhN-Vc,love my 500e red edition wont go back to petrol now
2023-05-06,pMJ2fEhN-Vc,i have the cabrio always get that so much more fun even in spring and fall
2023-02-09,pMJ2fEhN-Vc,i enjoyed the video and for my wife that mostly drives locally and not far at that it would be a lovely car i would install a home charger and it would solve most charging problems at that nice job on the review
2023-01-06,pMJ2fEhN-Vc,in case it all goes a bit fiat said by the man who grinned like a cheshire cat after driving a 127 sport and a x19 same man who has 3 citroens 1 with a knackered engine 1 that wont run properly and 1 thats not being used in winter due to the fear of having to sweep it up with a dustpan brush come spring
2022-12-29,pMJ2fEhN-Vc,these electric cars should have a separate battery solely for the heaterclimate control a disadvantage though would also be having to wait to charge this battery
2022-12-21,pMJ2fEhN-Vc,fiat 500s are notorious for their electrical problems i cant imagine how horrendous this ev will be
2022-12-18,pMJ2fEhN-Vc,900 its somewhere to put the key if the battery in the key is dead so you can still start the car
2022-12-12,pMJ2fEhN-Vc,in some ways evs are good for the local businesses that are close to the chargers plus having to take a break for the batteries to recharge is good for forcing drivers to take a rest maybe more than they would have with the ices
2022-12-10,pMJ2fEhN-Vc,i just cant be bothered with all the crap that you have to deal with to maximise the range which is still crap l just want to get in and get where i want to go without all that shithaving said that i i do like hubnuts reviews on the older cars
2022-12-08,pMJ2fEhN-Vc,your complaining about the stalksthats the standard config for tons of cars since the 1900s mu 2006 scion xb has the exact same config
2022-12-08,pMJ2fEhN-Vc,i only worry about whats going on behind the plug what well need to do to further our power productions while simultaneously denouncing nuclear energy in so many places
2022-12-06,pMJ2fEhN-Vc,i wonder how the charging infrastructure is currently planned funded and negotiated will councils or other land owners wish to get fees for allowing installation or will businesses fund chargers in their car parks to get the inevitable coffee and snack selling opportunities in rural wales i wonder which way it will go and is there a chance of very local but not at home chargers proliferating
2022-12-05,pMJ2fEhN-Vc,the anxiety associated with everything having an impact on the battery whilst driving between two points with less opportunity to recharge is perhaps a greater mental distraction than having the ice on permanently it will remain a no from me
2022-12-04,pMJ2fEhN-Vc,why do we need manual override just make it manual i dont understand the way every one wants to make things electronic
2022-12-04,pMJ2fEhN-Vc,you have to ask yourself why they are pushing ev cars its not save the planet we all know that now so what is it do they just want the elite to drive cars this all stems from the right to buy scheme they want the lower classes to use the bus it keeps us in our place much like removing free education
2022-12-03,pMJ2fEhN-Vc,great video this i think its good that youve brought this to the channel because its giving us an insight into the world of electric vehicle ownership through the eyes of someone we can all relate too in real world conditions
2022-12-03,pMJ2fEhN-Vc,yep charge network is key ive run a tesla through work for a few years and its actually ok because the network is good and reliable and doesnt need cardsloginsdongles etc its also high output and the software in the car plans the routes of long journeys for you pretty well to keep charging stops brief the chargers also discourage people from sitting on them which helps with availability im sad they didnt keep the range extender type cars going we have an i3 as the run around yes its a hybrid but its the other way round ie a serial hybrid and as a result you dont end up using petrol at all often as most journeys are less than 100 miles in reality plus on a long run you can just use fuel for the faster bits its easy to refill and will run all day if needed you always have full power as the drive is purely electric unless you really run the battery low the weight penalty makes only a very little difference to economy and the petrol engine can be quite basic as it just needs to generate electricity but mainly you can avoid using public chargers
2022-12-03,pMJ2fEhN-Vc,so seats made from recycled coke bottles just dont drop some mintos on them
2022-12-03,pMJ2fEhN-Vc,i simply dont ever go for lunch or grab a coffee at services or other places where there may be public chargers the thought of constantly adding an hour to my journey does not appeal and a meal at services for a couple is going to add 1520 at least to the cost of that journey probably a lot more than what you may have saved in fuel though services charging isnt that cheap anyway i bloody detest motorway services and only ever nip in to them for the loo the thought of spending an hour there fills me with dread
2022-12-03,pMJ2fEhN-Vc,hubnut a real world test will be interesting ian as i said elsewhere in the comments this year we drove 1500 miles through rural france and i dont think an ev would have been practical or even possible for us excluding the initial purchase price an ev would only work as a second vehicle for local commuting and then cheaper home charging
2022-12-03,pMJ2fEhN-Vc,a car like this would only make sense for us as a second car with home charging capability our autumn trip through france doing 1500 miles just would not have been feasible or at the very least unbelievably inconvenient
2022-12-03,pMJ2fEhN-Vc,im not keen on electronic hand brakes they are on the cars i use at work i think id also not get on with all this driver assistance either too much like a bossy nagging partner seems like the backseat driver just got in the front and made me sit in the back as for the push button for the doors i hope it doesnt operate when the vehicle is in motion because that could be a serious safety concern
2022-12-03,pMJ2fEhN-Vc,good video reviewthis type of car price point what they offer is the sorta thing many of us will end up withor their replacements the initial cost of the 500 e is too high though especially considering its limited size as well public charging like thati dont have that much free time the range isnt enough not even in long range mode i know people will say its designed for local trips onlybut we arent made of moneytheres a recession on and we will need cars like this and cheaper in the future to double that range so they can be used as an only carmuch like we can do now with small petrol city cars little things to note my 2019 honda can read texts and allow me to use voice recognition to reply its a gimmickused it once doesnt work with other types of messaging eg whats app i also have led dipped headlights as well as led running lights rear lights quite surprised to see that fiat with that price tag only having halogen headlights my auto wipers are mostly good and sensible software means the rear wipe works normally at anytime and will auto wipe on reverse if the front wipers set to auto got the sensitivity adjustment as well not perfect tho collision warning and auto brake upto 30mph lane departure warning but doesnt take control of the steering cruise control manual automatic speed limiters speed sign recognition used for automatic im torn at the moment wether next time to go hybrid or jump directly to full electric depends on prices range charge times of batteries at that time expect if no better than now would prob go hybrid next few years critical also theres a cut off for new petrol diesels at the end of this decadehybrids have an extra 5 years with this in mind if we all wait til the last chance saloon they wont be able to make supply electric vehicles fast enough to meet demandexpect a long wait jump to early and you might be buying a model closer to this fiat which will by then be old hat technology with rubbish rangemaybe if it all comes together in next few years current petroldiesels will be next to worthless if it doesnt come together but gov still imposes the banyour current petrol diesel cars will be highly desirablevalues will soar and desperate people will be taking them without permission a 3rd outcome is that technology doesnt progress fast enough and gov move the ban to say 2040
2022-12-02,pMJ2fEhN-Vc,my issue with electric cars isnt the purity its purely environmental the battery has a lifespan of 100000 miles tops before needing replacement the lithium cobalt and nickel used in the batteries is mined in horrific working conditions often using child slave labour at gunpoint the environmental impact of this is huge while ev lithium ion batteries are supposedly 95 recycleable less than 5 of ev batteries are actually recycled the effects of lithium cobalt nickel etc when returning to the earth are slightly less horrific than the child slave labour but still really bad nickel mining alone is eating away at the rainforest and if the plans to make roads fully electric in the nearish future suceed it will accelerate this process 10 fold actually a lot more than tenfold but you get the point they are not sustainable or a long term solution and rely on third world countries with abhorent working conditions for production spending 510k for a replacement battery after anywhere between 25100k miles is financially and enviromentally stupid considering how many dirty diesels have done 250000 miles with basic maintenence hell most service diesels see 400k 1000000 with regular maintenence also not to mention that our electricity grid is barely holding up as is and is not nearly renewable enough it is simply not feasible for mass ownership as of now if you want to minimize pollution of cars which itself is a tiny figure of global pollution private jets cause more pollution than all of fucking denmark combined for example and thats still a small drop in the ocean figure out how to lower diesel tailpipe emissions as the compression ratios are high enough to run on non fossil fuels if you want to do your bit through what you drive buy a car any car new old diesel petrol etc and look after it the consumer throwaway culture is maddening to me personally petition for the government to auction off the cars held under the 2008 scrappage scheme even just for parts which ruined the 2nd hand car market effecting the poorest the most and generally being a senseless waste of perfectly adequate equipment tldr if you want to drive an ev because you enjoy it no worries just dont makebe fooled by the pretenses that it has any positive effect whatsoever on the planet thanks for coming to my ted talk
