Date,URL,Text
2023-04-21,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,i think full ev is the only and last chance for jaguar and its a market where there is zero point as of yet in building a product for folk without money without income without driveways and then there is zero point in going after the standard german stuff on driveways i suspect for a modest volume producer in an expensive country the only sane option is to target the market thats buying range rovers taycans which is clearly large enough when one considers the modern history of jaguar as large cars very smooth to drive and with large engines capable of delivering large levels of relaxing torque then shrinking those large engines down to 3 pot turbo screamers to meet emission and tax criteria was a nonstarter only pure ev delivers on brand values and expectations and as theyve not been successful in selling off jaguar this is their only sane step forward theyre still going to be hobbled by lr being the suv arm but a big gt and some crossovers of varying size should be enough especially as all the tuareg based suvs seem to be much closer to being crossovers now than twenty years ago when they had to try and pretend to look like 4x4s i do hope jag succeed as theres a great heritage there and theyve spent the last 20 years either kicking themselves in the balls or being kicked in the balls by others its certainly very bold deciding to build in the ukagree completely with respect to the highlighted we have one of each of a ffrr and taycan as daily drivers the taycan will soon go when another ffrr will arrive much as id sometimes prefer the driving dynamics of a large saloon the market seems to have moved on from them range rovers of various sizes really are the default choice for quite a few people which presents a further problem for jlr the jaguar brand isnt strong enough to go after the very top end bentley etc so jaguars strategy in the 100k sector relies on it cannibalising sales from its sibling and that sibling isnt going to not offer evs
2023-04-21,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,range rovers of various sizes really are the default choice for quite a few people which presents a further problem for jlr the jaguar brand isnt strong enough to go after the very top end bentley etc so jaguars strategy in the 100k sector relies on it cannibalising sales from its sibling and that sibling isnt going to not offer evs quitei have a ffrr but if it was the mid 90s i would have had an xj all day longthe biggest problem is that now the range rover goes round corners does reasonable mpg cruises comfortably at mororway speeds it does everything the old range rovers did plus everything the xj did as wellthis ad could be for a ffrr
2023-04-21,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,thats it in a nutshellfor as long as anyone can remember the xj was jaguar and that market is disappearing rightly or wronglyeven the a8 7er are really halo products these days theres little other point in making them the remaining market is the sclass because traditionso what could jaguar do no good merely copying the taycan because if people want one theyll buy the porsche traditionjaguar tried copying bmw and the same rule appliedits really hard to imagine quite what it would take not to produce another metoo product with no real uspmy fear is that jaguar is now damaged goods like alfa and will no longer be taken seriously in the real market outside of us aficionados however well they make it
2023-04-21,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,great news just make it beautiful and you will have western exbmw buyers queueingbuilt right and specced right i can see this being an interesting competitor to the audi gt and taycanhear hear im sad to see the xj go wonder what was wrong with the electric xj which meant the project needed to be canned at the 11th hour hopefully this marks a lovely returnjust wish i had 100k going spare for one had a rummage down the back of the sofa and im thinking that 32p and a dusty mm wont quite cut it
2023-04-21,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,hear hear im sad to see the xj go wonder what was wrong with the electric xj which meant the project needed to be canned at the 11th hour hopefully this marks a lovely returnjust wish i had 100k going spare for one had a rummage down the back of the sofa and im thinking that 32p and a dusty mm wont quite cut itthe electric xj was piggy backing on the land rover estate which was perceived to be the higher volume product and the one that could command the highest prices when that was pulled the xj evaporated i wonder if the gt isnt just the land rover estate project repackaged in a more appropriate shape and target market for jaguars brand
2023-04-21,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,great news just make it beautiful and you will have western exbmw buyers queueingbuilt right and specced right i can see this being an interesting competitor to the audi gt and taycanpositioned even better it will sit in a different segment to even those the taycan and audi gt are unashamedly sporting coupesque saloons where packing and space is sacrificed in the name of sporting looks and performancei got talking to an external consultant to jlr at the gym as mentioned on here a couple of months ago he gave a closed insight into jlr future specifically jag presidential was the description jaguar were targetingput that in a true 4door gt with better space comfort appointment and refinement a la minibentley approach compared to the sportier taycan and audi and they could find a useful nicheand a niche that would be arguably perfectly suited to the ev powertrainfwiw the second project the guy was working on was the land rover brandingthe land rover name will be dropped from all models by 2025 already the badging is smaller and less distinctive with darker colours being used the brands will be range rover discovery evoque defender etc
2023-04-21,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,julian great news just make it beautiful and you will have western exbmw buyers queueingbuilt right and specced right i can see this being an interesting competitor to the audi gt and taycanpositioned even better it will sit in a different segment to even those the taycan and audi gt are unashamedly sporting coupesque saloons where packing and space is sacrificed in the name of sporting looks and performancei got talking to an external consultant to jlr at the gym as mentioned on here a couple of months ago he gave a closed insight into jlr future specifically jag presidential was the description jaguar were targetingput that in a true 4door gt with better space comfort appointment and refinement a la minibentley approach compared to the sportier taycan and audi and they could find a useful nicheand a niche that would be arguably perfectly suited to the ev powertrainfwiw the second project the guy was working on was the land rover brandingthe land rover name will be dropped from all models by 2025 already the badging is smaller and less distinctive with darker colours being used the brands will be range rover discovery evoque defender etc4th brand is jaguar not evoque apparently theyre offering dealers a pick n choose optionthe description of the new model sounds about right im just having a hard time imagining it atmthe prototype of the dropped xj just looked wronglyproportioned to me a sort of bentley hatchbackthe new one ought to look a lot more jaguarlike
2023-04-21,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,the problem is with manufacturers going electric they all have the same type of engines layout batteries power converters etcso smaller differences between a 100k jag merc ev and a 40k kia vw ev they will all be nippy smooth quite and relaxing with the same characteristics so hard to justify paying a premium whereas the difference between a v8 jag merc and 16 4pot kiaford is more luxury over consumable product in what you got for the money and easier to justify a larger price premium edited by mouse rat on friday 21st april 1614
,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,mouse the problem is with manufacturers going electric they all have the same type of engines layout batteries power converters etcso smaller differences between a 100k jag merc ev and a 40k kia vw ev they will all be nippy smooth quite and relaxing with the same characteristics so hard to justify paying a premium whereas the difference between a v8 jag merc and 16 4pot kiaford is more luxury over consumable product in what you got for the money and easier to justify a larger price premium edited by mouse rat on friday 21st april 1614 i have a friend that has a tesla m3 a fiat 500e the drivetrains are notably differenteven closer drive a tesla then drive a taycan and id say there was still a notable differencethe only thing that isnt as dramatically and noticeably different is the engine note
,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,mouse the problem is with manufacturers going electric they all have the same type of engines layout batteries power converters etcso smaller differences between a 100k jag merc ev and a 40k kia vw ev they will all be nippy smooth quite and relaxing with the same characteristics so hard to justify paying a premium whereas the difference between a v8 jag merc and 16 4pot kiaford is more luxury over consumable product in what you got for the money and easier to justify a larger price premium edited by mouse rat on friday 21st april 1614 this is certainly one thing we will lose currently the engine in any given car makes up a large part of that cars character as a petrolhead you care whats under the bonnet eventually though we will care as much about the motor powering our car as we do about the one in our washing machine
