Timestamp,Username,VideoID,Comment,Date
2024-05-01T13:34:19Z,@gm2543,AXGNb76QgH0,Ehy do you miss out the 500X its same and hybrid sale as 600 hybrid i have orderd hmmmmm 500 os boring compear to 500X same size ish lol,2024-05-01T13:34:19Z
2024-04-28T10:14:55Z,@mohammaddavoudian7897,AXGNb76QgH0,"Enjoyed watching, thank you.",2024-04-28T10:14:55Z
2024-04-06T19:20:29Z,@StrandgaZt,AXGNb76QgH0,Nobody are liking the eye lits so far.,2024-04-06T19:20:29Z
2024-03-16T23:54:26Z,@christopher9727,AXGNb76QgH0,"Don't follow the worldly trends follow Jesus Christ today

There is no security or hope with out Jesus Christ in this world come and repent of all sins today 

Today is the day of salvation come to the loving savior Today repent and do not go to hell
Come to Jesus Christ today 

Jesus Christ is only way to heaven 
Repent and follow him today seek his heart Jesus Christ can fill the emptiness he can fill the void 
Heaven and hell is real cone to the loving savior today 
Today is the day of salvation tomorrow might be to late come to the loving savior today 

John 3:16-21 

16 For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.  17 For God sent not his Son into the world to condemn the world; but that the world through him might be saved.  18 He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.  19 And this is the condemnation, that light is come into the world, and men loved darkness rather than light, because their deeds were evil.  20 For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved.  21 But he that doeth truth cometh to the light, that his deeds may be made manifest, that they are wrought in God.

Mark 1.15 
15 And saying, The time is fulfilled, and the kingdom of God is at hand: repent ye, and believe the gospel.

2 Peter 3:9
The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.

Hebrews 11:6
6 But without faith it is impossible to please him: for he that cometh to God must believe that he is, and that he is a rewarder of them that diligently seek him.
Jesus",2024-03-16T23:54:26Z
2024-03-08T17:15:08Z,@rm783,AXGNb76QgH0,25000 is a fair price,2024-03-08T17:15:08Z
2024-03-04T13:20:15Z,@dusandestanovic5884,AXGNb76QgH0,It looks solid and I know it's a great driving machine.,2024-03-04T13:20:15Z
2024-02-24T20:26:58Z,@DailyDrivenDaily,AXGNb76QgH0,Really love the video and review of new Fiat 600e and after weekend I’ve spend with this beautifull and fun to drive car I have to say that I really love it.,2024-02-24T20:26:58Z
2024-02-16T14:32:43Z,@User-pu3lc,AXGNb76QgH0,"Imagine if Fiat invested in perfecting the 500 platform to increase performance, reliability and build quality vs. redesigning and releasing a brand new model… relying on things like “design” is contemporary and up to tastes which may change on you… it’s hard to argue that performance and reliability will not be towards the top of buyers wish list",2024-02-16T14:32:57Z
2024-02-15T11:52:27Z,@Mctigel,AXGNb76QgH0,OMG i hate you shoes.They look like someting out of Petar Pan,2024-02-15T11:52:27Z
2024-02-13T13:47:24Z,@szabolcs8349,AXGNb76QgH0,"My wife has a 500 C and all we love it. Nobody knows why, because as a car is not the best, but instead of our bigger car we use it also for longer summer trips. This 600 e is the perfect rletive with our small Fifi so I am thinking abut it..",2024-02-13T13:47:24Z
2024-02-13T12:47:22Z,@StefTechSurfer,AXGNb76QgH0,Why are most EVs SUVs?,2024-02-13T12:47:22Z
2024-02-13T11:20:00Z,@marklima74,AXGNb76QgH0,Lovely quote from The Italian Job at the Lingotto - kudos,2024-02-13T11:20:00Z
2024-01-28T09:04:16Z,@Maloenton-Agency,AXGNb76QgH0,A french car...😎👍,2024-01-28T09:04:16Z
2024-01-21T15:41:29Z,@ChrisSmith74627,AXGNb76QgH0,She doesn't like it,2024-01-21T15:41:29Z
2024-01-11T18:35:05Z,@marcenalamb7294,AXGNb76QgH0,I'll pass because no rear door pockets!😢 just kidding😊,2024-01-11T18:35:05Z
2023-12-18T20:31:22Z,@chunqiu7898,AXGNb76QgH0,"The 600e has two things I wish Fiat will upgrade the 500e with, first a better shock absorber, second a modern steering wheel without all those black piano surface.",2023-12-18T20:31:22Z
2023-12-14T15:40:09Z,@rigseybeau-maemusic3862,AXGNb76QgH0,Why she acting like this is so new it’s literally a fiat 500X but electric ffs,2023-12-14T15:40:09Z
2024-03-06T16:43:37Z,@slavomt5832,AXGNb76QgH0,"It is based on new platform, new interior, new body, nothing to do with 500X. 🤔",2024-03-06T16:43:37Z
2023-11-24T10:36:55Z,@robertpawley5715,AXGNb76QgH0,What did the leaning Tower of Pisa say to Big Ben?,2023-11-24T10:36:55Z
2023-11-16T15:44:02Z,@andyhowlett2231,AXGNb76QgH0,"Oh dear. Fiat played a blinder with its cute 500 and even after 17 years it remains one of their best sellers, but someone needs to tell them that they've overdone the cuteness with this one. Those headlights look so much like eyes it has to be a joke. Why does everything have to be feminised these days? It might appeal to hairdressers and aerobic instructors, but I think I'd feel a bit of a d!ck driving around in one of these.",2023-11-16T16:56:51Z
2023-11-13T06:09:48Z,@seanmcpherson7962,AXGNb76QgH0,Why would you buy that? A Hyundai Kona EV limited with way more bells and whistles more power more range faster charging more space similar size and Cost Less?,2023-11-13T06:09:48Z
2023-11-09T18:04:44Z,@user-ys4og2vv8k,AXGNb76QgH0,Cute. Both. 😍,2023-11-09T18:04:44Z
2023-11-08T11:37:38Z,@Neofolis,AXGNb76QgH0,"I don't understand why anyone looking in this market segment would not buy the Volvo EX-30, it offers so much more than everything else at a similar price or even quite a lot higher price, as long as people can cope without a separate drivers display.",2023-11-08T11:37:38Z
2024-03-07T20:59:06Z,@oliverstemp9132,AXGNb76QgH0,It’s a bit cheap feeling,2024-03-07T20:59:06Z
2023-10-30T19:06:17Z,@FabioContini-lr3xt,AXGNb76QgH0,"Con il piano a induzione, carbonara perfetta",2023-10-30T19:06:17Z
2023-10-30T13:37:13Z,@Commentator541,AXGNb76QgH0,"I am sorry, but I don't know if it is me being spoiled, entitled, stingy or something else, but 40 thousand euros for a subcompact car??? It is not fabulous in any way, you still have to pay for the charging. I mean, I would just go and buy a well equipped Mercedes A class saloon, which is pretty much a B/C segment car and looks and feels great.",2023-10-30T13:37:13Z
2023-10-30T08:15:50Z,@wayneheyes904,AXGNb76QgH0,I’ll wait for the hybrid to come to the uk,2023-10-30T08:15:50Z
2023-10-30T00:10:53Z,@edouras21,AXGNb76QgH0,🥰,2023-10-30T00:10:53Z
2023-10-27T22:02:38Z,@quercus5398,AXGNb76QgH0,Fantastic! She’s Italian!,2023-10-27T22:02:38Z
2023-10-26T16:58:25Z,@sullysullivan1187,AXGNb76QgH0,Damn this reviewer is ace,2023-10-26T16:58:25Z
2023-10-25T21:16:19Z,@malcolmbennett4325,AXGNb76QgH0,"@malcolmbennett4325
0 seconds ago
Nice car but sorry too expensive it’s should priced at £2k1-£23k",2023-10-25T21:16:19Z
2023-10-25T13:40:01Z,@stevirobbo,AXGNb76QgH0,33 grand haha are you seriously telling me a fiat punto one of the cheapest cars on the planet has now developed into a car worth more tha a Jaguar or mercedes or even a porche I can buy a top notch top of the range super duper car for the price of this orange cameflaged milk float. It is getting ridiculous now,2023-10-25T13:40:31Z
2023-10-24T22:15:26Z,@sharonec5419,AXGNb76QgH0,"So €45,000 for a Fiat. Ye sad to say I do not see many of these being sold in Ireland. Affordable my ass. A Volvo EX30 Also costs from €45,000 here. Some rip off.",2023-10-24T22:15:26Z
2023-10-24T20:25:08Z,@RACEABLE,AXGNb76QgH0,Wow! impressive presentation in terms of information and entertainment!well done Lady,2023-10-24T20:25:08Z
2023-10-23T17:19:11Z,@ebubeawachie,AXGNb76QgH0,I find it really hard to enjoy reviews by this lady. Maybe it’s just me 🤷🏾‍♂️,2023-10-23T17:19:11Z
2023-10-23T12:13:53Z,@bawhitham,AXGNb76QgH0,"The reference to the Avenger as American is weird. The only thing American is the name, Jeep, but it's a Jeep that you can't  buy in North America.",2023-10-23T12:13:53Z
2023-10-23T00:53:38Z,@wmk1161,AXGNb76QgH0,"Lightning McQueen , copycat",2023-10-23T00:53:38Z
2023-10-21T17:32:55Z,@twistsouth514,AXGNb76QgH0,Did she say £37k for the top one? For a Fiat?,2023-10-21T17:32:55Z
2023-11-28T19:04:18Z,@marlbore85,AXGNb76QgH0,yes...and? direct competitors are more expensive and not better quality,2023-11-28T19:04:18Z
2023-10-21T15:53:52Z,@jeprcn,AXGNb76QgH0,"Putting what looks like an iPad cover inside a car is a bad move, that will be ruined in a couple of years",2023-10-21T15:53:52Z
2023-10-20T15:16:11Z,@TomCrackerCarReview,AXGNb76QgH0,"If it’s not American, it’s not real. Get a job.",2023-10-20T15:16:11Z
2023-10-19T15:44:44Z,@colinaldridge259,AXGNb76QgH0,If it's an EV it'll be rubbish.,2023-10-19T15:44:44Z
2023-10-19T06:43:59Z,@StereotypedMe_,AXGNb76QgH0,Why dont they use their logo on front side 😅,2023-10-19T06:43:59Z
2023-10-19T06:15:09Z,@justasimplefox,AXGNb76QgH0,Shoes match the bulky car 👌🏻,2023-10-19T06:15:09Z
2023-10-19T00:49:25Z,@Nellis202,AXGNb76QgH0,"She looks molto bella, the car that is. My understanding is that cars are considered feminine in Italian.",2023-10-19T00:49:25Z
2023-10-18T22:36:10Z,@lucasworktv,AXGNb76QgH0,"Nice car 👍
By the way, it’s based on a platform, jointly developed by PSA and SAIC Automobiles, so the platform is half French and half Chinese. The jeep avenger, which again is also based on this platform was not developed in the states by Jeep, but in Italy by fiat 😅",2023-10-18T22:36:49Z
2023-10-17T23:06:04Z,@carlomorischi3435,AXGNb76QgH0,"This car would be great if it had more range, like 500+ km WLTP would be good! I think they could achieve this with better aerodynamics, efficiency improvements and bigger battery!",2023-10-17T23:06:04Z
2023-10-17T18:31:30Z,@bahrignr9416,AXGNb76QgH0,Beautiful car,2023-10-17T18:31:30Z
2023-10-17T01:12:59Z,@tomjanowski8584,AXGNb76QgH0,It's a 4 door hatchback.....it's not a small SUV or a crossover.,2023-10-17T01:12:59Z
2023-10-16T17:59:03Z,@andyr8737,AXGNb76QgH0,Is this video for real?? Saying it looks like this or that… it’s an electric 500x🤔,2023-10-16T17:59:03Z
2023-10-16T15:08:45Z,@exeuropean,AXGNb76QgH0,FIAT=  Fix  It Again Tony,2023-10-16T15:08:45Z
2023-10-18T22:42:37Z,@lucasworktv,AXGNb76QgH0,Outdated info,2023-10-18T22:42:37Z
2023-12-06T05:11:57Z,@mixedbyfiatcat,AXGNb76QgH0,You're stuck in the past.,2023-12-06T05:11:57Z
2023-10-16T03:42:47Z,@gerardosalas9477,AXGNb76QgH0,"Nice car, too bad it’s electric",2023-10-16T03:42:47Z
2023-10-20T04:21:17Z,@Sherukka,AXGNb76QgH0,Luckily it is electric!⚡️,2023-10-20T04:21:17Z
2023-10-15T18:26:16Z,@evans66ph,AXGNb76QgH0,I like Fiat. They get a bad rep from lots of journos for some unknown reason but they make great little cars that are fun to drive. Wife had a yellow Panda for 11 years and was her favourite car ever. Keep doing what you're doing Fiat/Stellantis 👍,2023-10-15T18:26:16Z
2023-11-01T13:23:41Z,@thomasheitmann1804,AXGNb76QgH0,Stellantis gehört die Zukunft und allen ihren Marken ✌️👍🍀,2023-11-01T13:23:41Z
2023-10-15T09:44:42Z,@tholoshistory,AXGNb76QgH0,Stellantis really did just CTRL-C -> CTRL-V the interior of the Fiat 600E and Jeep Avenger,2023-10-15T09:44:42Z
2023-10-14T20:00:25Z,@kucingsuci,AXGNb76QgH0,Same platform as Jeep and build in the same factory? No thanks don't have time for repairing every month,2023-10-14T20:00:25Z
2023-12-06T05:16:26Z,@mixedbyfiatcat,AXGNb76QgH0,"but for som reason, you're have time to be narrow minded.",2023-12-06T05:16:26Z
2023-10-14T17:47:58Z,@ReaperOfSouls83,AXGNb76QgH0,"I like it, it has character and personality, it seems versatile and in my opinion it works all well",2023-10-14T17:47:58Z
2023-10-14T16:16:20Z,@CoRektOh,AXGNb76QgH0,Perhaps the cognoscenti may help out here: why are steel wheels bad?,2023-10-14T16:16:20Z
2023-10-14T14:45:38Z,@mkrestuarant,AXGNb76QgH0,Still love a name 500X not 600.,2023-10-14T14:45:38Z
2023-10-14T04:37:08Z,@Mladjasmilic,AXGNb76QgH0,"7:20
I actually prefer small steel wheels and big tires over big alloys.",2023-10-14T04:37:08Z
2023-10-13T11:13:38Z,@sdmnsdb,AXGNb76QgH0,Stop with this ev nonsense already,2023-10-13T11:13:38Z
2023-10-18T22:43:38Z,@lucasworktv,AXGNb76QgH0,Agree,2023-10-18T22:43:38Z
2023-10-20T04:26:01Z,@Sherukka,AXGNb76QgH0,Tell me more? What is nonsense? 3 years driving an EV and never go back…,2023-10-20T04:26:01Z
2023-10-13T07:19:32Z,@siwi666,AXGNb76QgH0,shoddy review,2023-10-13T07:19:32Z
2023-10-13T05:24:06Z,@raymondmumford6255,AXGNb76QgH0,Looks are right on the money 😊 Hope it comes to Australia 🇦🇺,2023-10-13T05:24:06Z
