Timestamp,Username,VideoID,Comment,Date
2024-07-23T15:19:10Z,@raider7966,Las92RDdkOM,"Sorry not sure what they were thinking with the design. It looks awful, like something from the teletubbies land.",2024-07-23T15:19:10Z
2024-07-15T16:47:45Z,@jackdaniels2905,Las92RDdkOM,"Heating and cooling controls need to be physical buttons or dials! Automakers, please stop burying them in the screens.",2024-07-15T16:47:45Z
2024-06-20T21:51:48Z,@pqvid,Las92RDdkOM,"You know how you can control the regen? With your right foot! I don't know what people find in paddles. It's just a cumbersome gimmick, no real use for them...",2024-06-20T21:51:48Z
2024-06-19T19:54:27Z,@silverlover5817,Las92RDdkOM,Thanks for the video. All the videos I have seen on YouTube do not show the engine!!!!,2024-06-19T19:54:27Z
2024-07-27T11:34:59Z,@Sc0oby26th,Las92RDdkOM,Err.....it's electric,2024-07-27T11:34:59Z
2024-05-26T06:20:41Z,@ag_a3346,Las92RDdkOM,Why is this reviewer so negative towards this new Mini JO1?  I'm really baffled by some of his comments!!,2024-05-26T06:20:41Z
2024-05-19T17:47:19Z,@colinharvey1049,Las92RDdkOM,Can this MINI be charged to 100% like the old model or does it now have the advice to charge to 80% like the newer BMW i models?,2024-05-19T17:47:52Z
2024-06-18T22:05:06Z,@colinharvey1049,Las92RDdkOM,80%,2024-06-18T22:05:06Z
2024-05-18T14:36:41Z,@jimbo9310,Las92RDdkOM,"It looks horrible, how do these designers get away with it.
Doesn’t deserve the mini badge , won’t ever buy that. 😡",2024-05-18T14:36:41Z
2024-05-18T14:20:26Z,@barrydavis3044,Las92RDdkOM,More EV sh.t.,2024-05-18T14:20:26Z
2024-05-18T10:54:16Z,@Fire.Rabbit,Las92RDdkOM,electric? honda e is a better small cute hatchback imo.,2024-05-18T10:54:16Z
2024-05-17T22:19:26Z,@birdshenanigans8506,Las92RDdkOM,Fuk Electric... It still doesn't makes sense. Just bad for the Environment?,2024-05-17T22:19:26Z
2024-05-16T00:09:40Z,@skellener,Las92RDdkOM,"“Look how they’ve massacred my boy”.  It’s a Chinese knock off of a Mini, but it’s an official knock off… 🤮",2024-05-16T00:09:40Z
2024-05-13T17:18:41Z,@jimmieyoung4865,Las92RDdkOM,"Back in the day there was the 'twinny mini' Cooper with engines front & back - that approach to the electric mini could do 0-60 in 3-4 seconds?  The hell with the boot, throw your gym bag in the back seat!",2024-05-13T17:18:41Z
2024-05-13T11:55:45Z,@Tarmaccyclocross,Las92RDdkOM,Before buying one of these cr@p cars check out MGUY Australia he tells it as it is not the drivel the manufacturers spout,2024-05-13T11:57:28Z
2024-05-13T11:53:32Z,@Tarmaccyclocross,Las92RDdkOM,Before even thinking of buying one of these crap cars check out MGUY Australia he tells it as it is not manufacture’s lies,2024-05-13T11:53:32Z
2024-05-12T15:00:45Z,@SWR112,Las92RDdkOM,"How did this guy miss the terrible weather in Barcelona 😂 Everyone else struggled. Why did they get rid of the boot 3/4 cover you could open up the last third it works so well for shopping to keep it in place. MINI do yourself a favours ask current customers and not artsy fartsy designers what is right. Try living with them. I bet within 20 minutes I would spot faults and flaws in this car. 

Leather straps do absolutely bugger all for me and we are on our fifth MINI, two currently on the drive factory ordered. It’s going to be a push to move to this especially when the Retro Renault 5 is coming out. Still 10k too dear for what it is. The SE with sports pack with 0-62 is 6.7sec is and wait for it £42k. 😂 Not in this life or the next will I ever pay that for a MINI.",2024-05-12T15:08:46Z
2024-05-12T06:12:09Z,@bunston1000,Las92RDdkOM,An electric Mini Cooper `S’. John Cooper would be turning in his grave.,2024-05-12T06:12:09Z
2024-05-11T18:31:15Z,@irekfilms,Las92RDdkOM,"This Mini  wights 1680 kg 
Not over 2000 kg like you said !",2024-05-11T18:32:03Z
