ID,Text,Date,Title,Channel Name
https://news.google.com/articles/CBMiHmh0dHBzOi8vdm9pLmlkL2ZyL21vYmlsLzI4NjU0OdIBHGh0dHBzOi8vdm9pLmlkL2ZyL2FtcC8yODY1NDk?hl=en-GB&gl=GB&ceid=GB%3Aen,"JAKARTA - Fiat recently revealed their latest SUV with the name Fiat 600e, which is an electric-powered car that car fans are looking forward to. Using the latest platform, Fiat 600e is likely to be equipped with a single electric motorbike from Jeep Fighter which has a power of 151 dk and a torque of 260 Nm. With this performance, this car can accelerate from 0 to 100 km/hour within 9 seconds. For the interior, Fiat 600 will likely adopt the same feature as Fiat 500, including a 10.25-inch infotainment display that supports Apple CarPlay and Android Auto systems. Fiat 600e has long been eagerly awaited, and after being shown in trials on the highway earlier this year, this car will eventually be here to lure car enthusiasts around the world. The choices you make regarding the purposes and entities listed in this notice are saved and made available to those entities in the form of digital signals (such as a string of characters). This is necessary in order to enable both this service and those entities to respect such choices.",2023-12-29,,
https://news.google.com/articles/CBMiJ2h0dHBzOi8vd3d3LmF1dG9ldm9sdXRpb24uY29tL2ZpYXQvNjAwL9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Customers asked for more crossovers, and Fiat thought about how to answer that request better, and the answer, in 2023, was the 600e. While the automaker made it to fit in the B-segment, the higher ground clearance and some of its details pushed it into the crossover area. Yet, it was mainly created to tackle cobblestone roads, pavement, and curbs. It was not the car someone would choose to go in the woods. The 600e featured a front fascia that resembled the same look as its smaller sibling, the 500e. Its LD headlights sported a half-circle design. They flanked the main grille, which was mostly blocked, and on the lower bumper, the designers placed a mesh grille with a squares-pattern look. From its profile, the five-door hatchback 600e boasted black plastic moldings around the wheel arches that matched the black matte side sills. Fiat offered the vehicle with up to 18"" light-alloy wheels that created a powerful image for the little vehicle. At the back, the raked-forward tailgate was available with either a manual opening or a hands-free power one. As a final exterior detail, the 600e sported the nameplate embossed in the rear bumper adorned by the Italian flag. Fiat took the safety assistance systems very seriously, so it fitted the 600e with all the technology an urban driver would need. As a result, there was a radar behind the front bumper, in the middle of the lower grille, that helped with the adaptive cruise control or the automatic emergency braking system. For the drivetrain, Fiat offered just one choice: a 115 kW (156 HP) motor fueled by a 54 kWh battery pack. FIAT 600e 54 KWh (156 HP) For the 50th anniversary of the original Fiat 600, the Italian carmaker changed the name of the Seicento (six hundred) into 600. But it was more than that. Since Fiat introduced the Seicento in 1998, it sold 1.1 million units sold worldwide by 2005. It was a great success for the Italian brand and, somehow, it wanted to show its appreciation for the historic model 600. It wasn't just a badge on the fenders and different upholstery.  At the front, the 2005 model 600 featured the same Fiat's badge design as it was in 1955 with white on blue lettering inside a chromed ring, plus two wings on its sides. A special, limited edition, a 50th-anniversary model was also introduced. It was offered in a light tan color with unique markings on the sides. The light-alloy wheels featured a special design with eight spokes. As most of the anniversary car editions, it also featured distinct upholstery, with the Fiat logo printed on the front seats' seatbacks. Its specific colors, with light beige and gray, offered a luminous interior for the four passengers who could sit inside the car. The 600 was the smallest four-seat car on the market when it was introduced, and the 2005 model stepped on its paths. Fiat's intention was to build efficient cars with great fuel efficiency and enough ability to find parking spots where most of the other cars could just dream of. Under the hood, the 2005 600 featured a 1.1-liter four-pot engine, paired to a 5-speed manual. FIAT 600 1.1 5MT (54 HP) Two years before the first Fiat 500 Nuova rolled out of the assembly lane, Fiat introduced the 600 model, a car that redefined the family vehicle. The 600 started its career in 1955 as a replacement for the Fiat Topolino, which was on the market since 1936. But the Italian carmaker didn't have too many resources after WWII, and that made it look to the small segment. It was the first Fiat with a rear-engine, and it was its first big success after the war. While it wasn't as successful as the 500, the 600 was the car to get for four adults on a long trip. It was more than a city car. Fiat hired Dante Giacosa to design the 600. It was the same man that designed the Topolino. The Italian carmaker insisted on having a rear-engine vehicle, despite the designer being a big fan of front-wheel-drive cars. Giacosa created the vehicle big enough to fit four adults inside, but not bigger than that. The bubble-like roof was needed to offer decent headroom for the rear seat passengers. There was plenty of room in the front, anyway. The 600 featured flush to the fenders doors and rounded edges. Inside, the 600 featured a long, metallic dash panel with the speedometer installed in an instrument cluster right in front of the driver. Since the car was very narrow, the designer installed handles to close the doors and vinyl pockets. Under the dashboard, he mounted a shelf. Under the hood, Fiat installed a water-cooled four-cylinder engine that produced just 21 hp. It was paired to a 4-speed manual gearbox. FIAT 600 0.6L 4MT (21 HP)",2023-08-21,,
https://news.google.com/articles/CBMiJ2h0dHBzOi8vd3d3LmhvbmVzdGpvaG4uY28udWsvZmlhdC82MDBlL9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,"
Relatively affordable to buy. Very useable 254-mile range. Top-spec La Prime is particularly well-equipped.
					 
Not as characterful as the little Fiat 500e. Surprising amount of road noise. We prefer the Jeep Avenger.
					 Like the look of the stylish Fiat 500e but need a little more space? The Fiat 600e is the car for you. It's a small electric SUV that's based on the same platform as the Jeep Avenger and Peugeot e-2008, while rivals include the Smart #1, Hyundai Kona Electric and MG ZS EV. While we'd dispute that the Fiat 600e is big enough to be a true family car (the Kia Niro EV or Skoda Enyaq iV would be a better bet if that's what you're after), the market for stylish small SUVs is strong and the 600e will be easier to live with than its city car relation. The Fiat 600e line-up is refreshingly simple: there are just two trim levels and no optional extras to choose from. The entry-level Fiat 600e Red covers the basics with a 10.25-inch infotainment system, rear parking sensors and climate control, while the top-spec La Prima adds such niceties as heated massage seats, diamond-cut alloys and a wireless phone charger. Scoring highly on the value for money front, the Fiat 600e is priced from around £33,000, while the range tops out at £37,000. That puts it at the budget end of the electric SUV market, undercutting the Vauxhall Mokka Electric and new Hyundai Kona Electric. The MG ZS EV is cheaper, although it lacks the style of the Fiat 600e. As such, it's not exactly a practical family car inside. Its 360-litre boot is only slightly bigger than a Volkswagen Polo's, although its relatively square shape and wide opening make access easy. Need more space? The rear seats split 60:40 and drop to provide up to 1231 litres of luggage space (provided you leave the kids at home). Fiat claims 15 litres of luggage space for odds and ends in the front. There's certainly enough stowage to stash unwanted clutter - we particularly like the huge central cubby box, with an iPad-like fold-up cover hiding things from view (something we'd like to see in the new Hyundai Kona). Prices for the new Fiat 600e Red start from £32,995, while the top-spec La Prima model is £36,995. That looks like good value alongside the Jeep Avenger and Vauxhall Mokka Electric. We’d go for the Fiat 600e La Prima if it’s within reach - this adds some desirable features, including heated front seats, integrated navigation and 18-inch diamond-cut alloy wheels. Of course, if you’re looking for a cheap electric car, you might wish to look at the MG ZS EV or other Chinese alternatives - such as the BYD Atto 3 or Ora Funky Cat. But the Fiat 600e represents impressive value for money for a very useable electric vehicle. Sharing its 54kWh battery pack with the Jeep Avenger and Peugeot e-2008, it's not surprising that the Fiat 600e pretty much matches its peers for range. If you want an EV with a long range, you might be better looking at a Tesla Model 3 or Volkswagen ID.3. The longest-range versions of each will cost a fair bit more than the Fiat 600e to buy, however, and we think the 600e's range will actually be more than enough for a lot of buyers. Charging the Fiat 600e is pretty efficient, too. It'll take around seven or eight hours to fully charge at home (using a 7kW home charger), while a 100kW public rapid charger can top it up from 20% to 80% in less than half an hour. We need your help with our latest Satisfaction Index, so that we can help others make a smarter car buying decision. What's it like to live with your car? Love it? Loath it? We want to know. Let us know about your car - it will only take a few minutes and you could be helping thousands of others. The Fiat 600e is pretty unremarkable to drive, which is perhaps to be expected for a small electric SUV. The good news is that it rides well, its suspension making light work of the broken Italian roads we tested it on. The bad news is that refinement takes a knock - you can hear the suspension working away, while there's a surprising amount of road noise that makes its way into the cabin. It's not quite the refined EV driving experience we're used to. Out of town, the Fiat 600e steers, accelerates and stops in a perfectly acceptable manner. It's not engaging but it feels safe, while there's more than enough grip to keep all four wheels on the tarmac unless you do something really silly. We'd like the steering to have a little more weight (even selecting sport mode doesn't make it particularly heavy), but it's well set up for quick direction changes at city speeds. If you care about such things, 0-62mph acceleration takes around 9.0 seconds, which is slower than the new Hyundai Kona Electric. It certainly lacks the shove-you-into-your-seat excitement offered by some electric vehicles, but the Fiat 600e builds speed with little drama. It's no slower than a typical petrol small SUV. As there isn't a conventional gearbox, either, it's much easier to drive than one of those old-fashioned petrol cars with a manual gearbox. The Fiat 600e is yet to be crash-tested by Euro NCAP. Standard equipment on the Fiat 600e Red includes 16-inch steel wheels (with bi-colour covers), glossy black door mirrors, a red painted dashboard fascia, two-spoke synthetic leather steering wheel, automatic climate control, automatic lights and wipers, rear parking sensors, keyless start, a front central armrest, black recycled fabric seats with red details, LED headlights and cornering lights with cornering function, electric door mirrors, all-round electric windows, 60:40 split rear seats, six-way adjustable driver and passenger seats, Isofix child seat mounts (for the front passenger and rear seats), an electronic parking brake, cruise control, six airbags, drowsy driver detection, autonomous emergency braking, lane keeping assist, seven-inch digital instrument cluster, 10.25-inch infotainment screen with Wireless Apple CarPlay and Android Auto, a four-speaker sound system. The Fiat 600e La Prima adds 18-inch diamond-cut alloy wheels, an ivory dashboard, matt black side skirts, all-round parking sensors with a 180-degree reversing camera, ivory synthetic leather seats with turquoise details (heated in the front), electrically foldable door mirrors, keyless entry and start, an auto-dimming rear-view mirror, puddle lights, automatic high/low beam, six-way adjustable driver seats with lumbar adjustment and massage function, and adjustable boot floor, hands-free power tailgate, adaptive cruise control, blind spot detection, integrated navigation, six-speaker sound system and wireless phone charger. FIAT continues to lead the way for sustainable urban mobility and presents the all-new Fiat 600e, a significant new addition to the Brand’s range that marks its return to the B-segment. And it does so by taking everything drivers and passengers love about the B-segment and upgrading it in every aspect: increased space, increased range, increased Dolce Vita feel.  Order books in the UK will open in October, with the first customer deliveries expected in Q1 2024.  FIAT 600e La Prima The electric powertrain has an output of 115 kW, and 260Nm torque, delivering acceleration from 0-62 mph in 9.0 seconds. The new Fiat 600e gives drivers the option of three driving modes – eco, normal, sport – which can be selected to match your individual styles.  The new Fiat 600e, also referred to as the all-electric Fiat 500's bigger sister, takes its name from the original 600 and brings all the Italian coolness and fresh style. Its exterior and interior design perfectly embodies the Italian beauty and Dolce Vita philosophy.  The spoiler is black to better bring out the round shapes of the 500 family and express just how dynamic it is. A 600e-chrome refreshed signature can be seen both on the front and on the sides, together with a renewed LED lighting identity.  The elegant yet dynamic exterior look is enhanced by the bigger wheels (up to 18” and a diameter of 690mm), black matt skirts and wheel arches, while the typical Italian style is also to be seen in the Italian flag in the rear bumper. Several charming features highlight its exterior lines, such as the glossy black details, chrome accents and shining cues on the rear lights. What’s new, besides an overall “electric feel”, are the several features specifically designed to offer the best pampering experience, that perfectly embodies the Italian Dolce Vita. The driver seat is equipped with power seat adjustment and a back-massage function to relax after a long trip or a busy day at work.  Fiat engineers focused on maximising legroom and roominess in the back, plus extra boot space and storage. By moving the H points, they gained an extra 30 millimetres of legroom and 22 millimetres of roominess for the people sitting in the back, thus making the new 600e a perfect vehicle for families and long trips. Getting inside has also been made easier by making the door ring 37 millimetres wider.  Another 600 millimetres have been added to the rear to maximise boot space, while the deeper curve in the rear stretches the boot space inside, resulting in best-in-class boot capacity to allow people to carry everything they love. Furthermore, the new Fiat 600e offers extra-large storage in the front.  Two driving modes help the driver with urban manoeuvres: “normal mode”, which makes things light, and the “eco mode”, which is also light on consumption, while the “sport mode” offers the best enjoyment from steering, acceleration, and power when driving out of town.  Finally, Fiat engineers have worked on efficiency and sustainability, designing an all-new motor that is 50% quieter than the previous generation. From the starting point of the 600e project, the range autonomy was improved by 25%, mainly thanks to the motor and battery evolution.  But part of the extra range is also due to extensive work on aerodynamics and weight. Inspired by the famous 500 shape which was already aerodynamic, the team of Fiat engineers has optimised every single edge to improve efficiency and reduced the 600e weight by 10% than the previous Fiat B segment generation. The new Fiat 600e is also packed with state-of-the-art safety and assistance features that make it ready for everyday life. It offers Level 2 assisted driving, bringing all the associated benefits to your journey. Perfectly suitable for those young customers looking for an ethical and eco-friendly mobility solution, the new Fiat (600e)RED represents the most accessible version of the new Fiat 600e and is a further step of a partnership with (RED) launched in 2021 from the belief that each of us can lead the change.  The new Fiat (600e)RED takes on the colour red as a hallmark, both outside from the bodywork to the front and rear logos and in dashboard fascia and design cues on the exclusive recycled fabric seats. The (RED) pad cover of the smart central tunnel serves as a further reminder of the partnership. Two more exterior colours are available to further customise it: black and white.  ",2023-09-27,,
https://news.google.com/articles/CBMiKWh0dHBzOi8vd3d3LmRyaXZpbmdlbGVjdHJpYy5jb20vZmlhdC82MDBl0gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,"4.0 out of 5 The ‘Frappuccino' of the small electric SUV space, the Fiat 600e manages to be fashionable while also retaining a small whiff of the old Italian charm that made its predecessors popular in the first place. Drawing on elements of the smaller, retro 500e to mixed results, Fiat’s first zero-emissions crossover is appealing nonetheless thanks to its cutesy looks, generously-equipped cabin and even more generous starting price. It may not be all that spacious, but neither are many of the 600e’s rivals, and while a 250-ish-mile range is nothing to write home about either, it should be more than sufficient for city buyers. If you view a car as you would a fashion accessory, the Fiat 600e is a designer handbag that’ll be sure to turn heads – just don’t expect it to be the most practical option out there. Fiat has long tried to capitalise on the hype surrounding its iconic 500 city car, resulting in a handful of disappointing Frankenstein-esque creations like the 500X crossover and 500L MPV. The Italian maker is hoping it’ll have more success in the electric age though, with the new Fiat 600e being introduced as the larger SUV sibling to what is our favourite small electric car, the Fiat 500e. So, it’s the same but bigger? Not quite; instead of sharing its parts with the smaller and similar-looking 500e, the Fiat 600e actually gets its e-CMP underpinnings from the likes of the Jeep Avenger, Vauxhall Mokka Electric, Peugeot E-2008 and DS 3 E-Tense. There may only be one battery and electric motor to choose from, but Fiat gives you two options in terms of trim levels; the base Fiat 600e Red starts from around £33,000 and is yet another collaboration with U2 frontman Bono’s charity.  Stepping up to the La Prima model costs an extra £4,000, so it’d better be worth the upgrade. Fiat certainly thinks it is, with the top-level 600e getting larger 18-inch alloys, leatherette upholstery, heated front seats with an electric, massaging driver’s seat, built-in sat nav, a wireless phone charger, adaptive cruise control, a reversing camera and a powered bootlid. 7hrs 30mins (0-100%, 7.4kW) Standard 100kW DC charging is pretty average for this class of car, although the much cheaper MG4 can top-up at speeds of up to 135kW. Find a suitable public charger and Peugeot says a 20-80% top-up will take 29 minutes. Using a standard 7.4kW home wallbox will take considerably longer, though; most homes don’t have the three-phase electrics required to make use of the 600e’s maximum 11kW AC charging speed, so at 7.4kW a full charge will take around seven-and-a-half hours. Not only should the Fiat 600e be cheap to buy, it should be inexpensive to run, too; Fiat’s electric SUV spans insurance groups 25 and 26, which is pretty much the same as its mechanical sibling, the Jeep Avenger. Charging an EV at home is much more affordable than filling a car up with petrol, too; at the time of writing, the current average electricity rate is 30p per kWh, therefore costing owners just £15 to top-up the 600e from 0-100%. Using a public rapid charger is much more expensive though, with a 10-80% charge costing owners roughly £30. The inside of the Fiat 600e is less ‘Dolce Vita’ and more ‘Deja vu’, as there’s once again plenty of similarities between the Fiat and its Jeep Avenger counterpart. Material quality is strong and the layout is generally the same across the board, with the same UConnect infotainment system – more on that in a moment – and iPad case-style centre console lid.  Fiat’s new infotainment system, while not brimming with features, is certainly better than the brand’s fiddly screens of old. Everything is logically laid out where you’d expect it to be, and the screen responds nicely to your inputs. Boot space (seats up/down) Things aren’t awful in the Fiat 600e, though; there isn’t a huge amount of head and legroom, but the plug-in Fiat SUV is more than capable of transporting four adults – taller individuals in the rear may feel a bit cramped, however. There is a third seatbelt in the back, but sitting three abreast will be a very tight squeeze and is only really feasible (and ethical!) for shorter journeys. As mentioned, the Fiat 600e sits on the tried-and-tested e-CMP platform, which should mean it’ll be reliable and easy to source parts for if something goes wrong. That’s good, as Fiats aren’t exactly known for being great in this regard; the Italian maker placed a lowly 31st out of 32 manufacturers in our 2023 Driver Power customer satisfaction survey. Only 12% of owners reported a fault with their cars within the first year of ownership – amongst the lowest in the survey – although build quality was a big sticking point. Best seven-seater electric and hybrid cars 2024 Alfa Romeo Junior review",2023-09-22,,
https://news.google.com/articles/CBMiNGh0dHBzOi8vd3d3LnRvcGdlYXIuY29tL2Nhci1yZXZpZXdzL2ZpYXQvNjAwZS9idXlpbmfSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,"There are two specifications available on the 600e – entry level Red is a partnership with Bono’s charity that does nice things for people around the world (every car makes a donation to the fund), then there’s La Prima (the best one). The Red will cost you £32,995 and the La Prima is priced at £36,995 on the road.  The top spec car is the better bet if you’re after decent kit and don’t mind saying no to Bono. You get heated front seats (electrically adjustable for the driver), parking sensors all round plus a rear camera, electric folding mirrors, USB C plugs in the back, keyless entry and a powered tailgate. ",2024-03-05,,
https://news.google.com/articles/CBMiNWh0dHBzOi8vd3d3LnRvcGdlYXIuY29tL2Nhci1yZXZpZXdzL2ZpYXQvNjAwZS9kcml2aW5n0gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Yes, pretty much. The 600e's softish suspension does have a good appetite for big bumps and dips, mostly without getting too floaty. Corrugations will reveal some shudder, a want of high-frequency damping, but it's no disgrace. And road noise is well coddled away. If we’re being picky (and it is our job we suppose), then the steering is overly light, the only feedback from the wheel being the strong self-centring sensation and occasionally the lane keep assist.  Likewise the pedal feel on the brakes isn’t great, the car doesn’t manage a smooth transition between regen and the real thing. We found ourselves popping the car into B mode to get maximum retardation and leaving the jerky stop on the brakes to the last second. It’s probably the sort of thing that will be fine once you’ve got used to the car a bit.  Our first go in the UK was on greasy roads on a cold day and the torque steer was pretty terrible – a neat tribute to overpowered hot hatches of the early 2000s, if Fiat was continuing the retro theme. Again, Eco mode is the solution to all your ills, just take away the power until there isn’t enough to flummox the front wheels. Charge time is just over eight hours from 0 per cent to 100 on a normal 7.4kW AC outlet. If you can only get a 3.7kW at home, that doubles, of course. It actually accepts three-phase too, but only at 11kW, so the improvement isn't transformative: five hours 45 minutes. DC charging peaks at 100kW. But only peaks: it slows as the battery fills. So it's 27 minutes from 20 to 80 per cent. If real world range is 200 miles, that means adding 60 per cent of that, or 132 miles in 27 minutes. That's OK rather than brilliant.",2024-03-05,,
https://news.google.com/articles/CBMiNmh0dHBzOi8vd3d3LnRvcGdlYXIuY29tL2Nhci1yZXZpZXdzL2ZpYXQvNjAwZS9pbnRlcmlvctIBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Are you a glass half full sort of person? Then the plastics inside the 600e have been designed to be hard wearing to cope with family life. The decor is fun, a mash-up of 500 and Jeep Avenger dashboards, and we love the splash of colour about the place and the fun iPad-style cover on the central part of the dashboard.  There are plenty of places to stow away your bits and pieces, which is useful – the little shelf in the dash turns into a wireless phone charger if you upgrade to the La Prima spec car.  The driver's screen sits in a circular pod, but the actual display is jarringly rectangular, with square-edge graphics. The main touchscreen is quick-reacting, neatly populated and usefully configurable. CarPlay and Android Auto are standard, and because there are hard keys for car and climate functions it's easy to flick between the Fiat screens and the phone-mirroring ones and back again. One touchscreen-related misstep is the heated seats in the La Prima – great to have, but they’re three jabs away on the touchscreen to turn on. You’ll have frozen to death by then. The 600e is certainly an upgrade on the cramped confines of the 500e – it’s noticeably wider and more spacious up front, it’ll be reasonable for long journeys (although you can’t bring your feet back under the front seats because the battery starts right there) and you can actually get people in the back, which is nice.  You get 360 litres of space in the boot – bigger than the likes of the Jeep Avenger (321 litres) or Peugeot e-208 (311 litres), but a lot smaller than the Hyundai Kona Electric with its capacious 466 litres. There’s no frunk, mind, so you’ll have to give some precious room to the cable bag – at least in the top spec car you get a nifty double floor.",2024-03-05,,
https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3LmdyZWVuY2FyY29uZ3Jlc3MuY29tLzIwMjMvMDcvMjAyMzA3MDktZmlhdC5odG1s0gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Fiat has introduced two new EVs: the Fiat 600e, marking a return to the B-segment; and the low-speed electric Topolino. 
The motor has an output of 115 kW, providing acceleration from 0-100 km/h in 9.0 seconds. Three driving modes—eco, normal, sport—offer a choice of  driving style.  The Topolino is like a puppy - you just want to pick it up.
The 600e also looks good - a small(ish) EV, rather than monsters like the Ioniq 5 and above.
Let's hope it is affordable - they may bring out cheaper models in a year or so.
",2023-07-09,,
https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmF1dG9ibG9nLmNvbS9waG90b3MvMjAyMy1maWF0LTYwMGUtb2ZmaWNpYWwtaW1hZ2VzL9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,"
						Automakers hit 'significant storm,' as buyers reject lofty prices at time of huge capital outlays 
						Tesla warns against wet towel charging trick two months too late 
						Why automakers are backtracking on their ambitious EV game plans 
						Toyota will replace engines in 100,000 recalled Tundras and Lexus LXs 
						Mitsubishi to join alliance with Honda and Nissan, Nikkei reports Please enter a display name",2023-07-05,,
https://news.google.com/articles/CBMiPGh0dHBzOi8vd3d3LnRoZXN1bi5jby51ay9tb3RvcnMvMjQxNzkxMjAvZmlhdC02MDBlLWV2LXJhbmdlL9IBQGh0dHBzOi8vd3d3LnRoZXN1bi5jby51ay9tb3RvcnMvMjQxNzkxMjAvZmlhdC02MDBlLWV2LXJhbmdlL2FtcC8?hl=en-GB&gl=GB&ceid=GB%3Aen,"ITALIANS are all about passionate argument. They don’t sit on the fence. Same with their cars. The best lie at opposite ends of the spectrum. Mid-sized, mid-priced Italian cars have always flopped. But the extremes, oh yes. There’s Ferrari, a Lamborghini or a Pagani. The Italians have got supercars covered. They’re also brilliant at the bottom end. For yonks, Fiat set the small-car agenda. Think Unos and Puntos, and generations of Pandas and 500s. The 600e makes do with a smallish 51kWh. But as the motor is efficient, that’ll still take you to 220 miles in the real world. Which is probably a four-hour drive. You’ll be ready for a break yourself by then. Rapid chargers will have the 600e’s battery up and ready in half an hour. Surprisingly, the 600e uses hardly any parts from the electric 500. But it feels like the 500e. The steering is very light. Too light for me, frankly. At least it makes the handily small 600e feel like an agile terrier in tight city traffic. Acceleration is smooth and nippy in town too.  The suspension is cushty, so it doesn’t kick up a fuss on speed bumps or potholes. On motorways it stays quiet and relaxed too. Performance is plenty for a bit of outside-lane action. The only issue is the brakes. They always stop you, but the pedal is too soft when you first touch it. I want something more positive, just as I want weightier and more engaging steering. Still, the 600e has cute cabin furniture with a logical touchscreen and nice upholstery – and there’s enough room for a family of four. Who’ll be good at arguments too.",2023-09-28,,
